timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/07/19 20:38:09.457, 13.91 W, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/07/19 20:38:09.461, 13.91 W, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/07/19 20:38:09.463, 13.91 W, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/07/19 20:38:09.464, 13.91 W, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/07/19 20:38:09.466, 13.91 W, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/07/19 20:38:09.468, 13.91 W, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/07/19 20:38:09.470, 13.91 W, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/07/19 20:38:09.471, 13.91 W, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/07/19 20:38:09.474, 13.91 W, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/07/19 20:38:09.475, 13.91 W, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/07/19 20:38:09.479, 13.91 W, 0 %, 0 %, 12196 MiB, 12194 MiB, 2 MiB
2023/07/19 20:38:09.483, 17.34 W, 0 %, 0 %, 12196 MiB, 12192 MiB, 4 MiB
2023/07/19 20:38:09.485, 17.34 W, 0 %, 0 %, 12196 MiB, 12190 MiB, 6 MiB
2023/07/19 20:38:09.487, 17.34 W, 0 %, 0 %, 12196 MiB, 12184 MiB, 12 MiB
2023/07/19 20:38:09.493, 17.34 W, 0 %, 0 %, 12196 MiB, 12184 MiB, 12 MiB
2023/07/19 20:38:09.502, 17.34 W, 0 %, 0 %, 12196 MiB, 12184 MiB, 12 MiB
2023/07/19 20:38:09.506, 16.36 W, 0 %, 0 %, 12196 MiB, 12184 MiB, 12 MiB
2023/07/19 20:38:09.507, 16.36 W, 0 %, 0 %, 12196 MiB, 12184 MiB, 12 MiB
2023/07/19 20:38:09.509, 16.36 W, 0 %, 0 %, 12196 MiB, 12184 MiB, 12 MiB
2023/07/19 20:38:09.511, 19.11 W, 0 %, 0 %, 12196 MiB, 12184 MiB, 12 MiB
2023/07/19 20:38:09.519, 19.11 W, 0 %, 0 %, 12196 MiB, 12184 MiB, 12 MiB
2023/07/19 20:38:09.521, 19.11 W, 0 %, 0 %, 12196 MiB, 12184 MiB, 12 MiB
2023/07/19 20:38:09.523, 19.11 W, 0 %, 0 %, 12196 MiB, 12184 MiB, 12 MiB
2023/07/19 20:38:09.524, 19.11 W, 0 %, 0 %, 12196 MiB, 12184 MiB, 12 MiB
2023/07/19 20:38:09.526, 19.11 W, 0 %, 0 %, 12196 MiB, 12184 MiB, 12 MiB
2023/07/19 20:38:09.534, 19.11 W, 0 %, 0 %, 12196 MiB, 12182 MiB, 14 MiB
2023/07/19 20:38:09.535, 19.11 W, 0 %, 0 %, 12196 MiB, 12181 MiB, 15 MiB
2023/07/19 20:38:09.537, 45.76 W, 0 %, 0 %, 12196 MiB, 12177 MiB, 19 MiB
2023/07/19 20:38:09.543, 45.76 W, 0 %, 0 %, 12196 MiB, 12177 MiB, 19 MiB
2023/07/19 20:38:09.545, 45.76 W, 0 %, 0 %, 12196 MiB, 12159 MiB, 37 MiB
2023/07/19 20:38:09.546, 45.76 W, 0 %, 0 %, 12196 MiB, 12159 MiB, 37 MiB
2023/07/19 20:38:09.548, 45.76 W, 0 %, 0 %, 12196 MiB, 12159 MiB, 37 MiB
2023/07/19 20:38:09.549, 45.76 W, 0 %, 0 %, 12196 MiB, 12157 MiB, 39 MiB
2023/07/19 20:38:09.551, 45.76 W, 0 %, 0 %, 12196 MiB, 12057 MiB, 139 MiB
2023/07/19 20:38:09.556, 45.76 W, 0 %, 0 %, 12196 MiB, 12045 MiB, 151 MiB
2023/07/19 20:38:09.558, 60.00 W, 0 %, 0 %, 12196 MiB, 12035 MiB, 161 MiB
2023/07/19 20:38:09.563, 60.00 W, 0 %, 0 %, 12196 MiB, 12033 MiB, 163 MiB
2023/07/19 20:38:09.565, 60.00 W, 0 %, 0 %, 12196 MiB, 12021 MiB, 175 MiB
2023/07/19 20:38:09.566, 60.00 W, 0 %, 0 %, 12196 MiB, 12021 MiB, 175 MiB
2023/07/19 20:38:09.568, 60.00 W, 0 %, 0 %, 12196 MiB, 12043 MiB, 153 MiB
2023/07/19 20:38:09.569, 60.00 W, 0 %, 0 %, 12196 MiB, 12045 MiB, 151 MiB
2023/07/19 20:38:09.574, 60.00 W, 0 %, 0 %, 12196 MiB, 12049 MiB, 147 MiB
2023/07/19 20:38:09.576, 60.00 W, 0 %, 0 %, 12196 MiB, 12049 MiB, 147 MiB
2023/07/19 20:38:09.577, 62.54 W, 0 %, 0 %, 12196 MiB, 12049 MiB, 147 MiB
2023/07/19 20:38:09.584, 62.54 W, 0 %, 0 %, 12196 MiB, 12049 MiB, 147 MiB
2023/07/19 20:38:09.585, 62.54 W, 0 %, 0 %, 12196 MiB, 12049 MiB, 147 MiB
2023/07/19 20:38:09.587, 62.54 W, 0 %, 0 %, 12196 MiB, 12049 MiB, 147 MiB
2023/07/19 20:38:09.590, 62.54 W, 0 %, 0 %, 12196 MiB, 12049 MiB, 147 MiB
2023/07/19 20:38:09.593, 62.54 W, 0 %, 0 %, 12196 MiB, 12149 MiB, 47 MiB
2023/07/19 20:38:09.595, 62.54 W, 0 %, 0 %, 12196 MiB, 12149 MiB, 47 MiB
2023/07/19 20:38:09.596, 62.54 W, 0 %, 0 %, 12196 MiB, 12154 MiB, 42 MiB
2023/07/19 20:38:09.598, 64.30 W, 0 %, 0 %, 12196 MiB, 12176 MiB, 20 MiB
2023/07/19 20:38:09.603, 64.30 W, 0 %, 0 %, 12196 MiB, 12184 MiB, 12 MiB
2023/07/19 20:38:09.605, 64.30 W, 0 %, 0 %, 12196 MiB, 12192 MiB, 4 MiB
2023/07/19 20:38:09.606, 64.30 W, 0 %, 0 %, 12196 MiB, 12192 MiB, 4 MiB
2023/07/19 20:38:09.608, 64.30 W, 0 %, 0 %, 12196 MiB, 12192 MiB, 4 MiB
2023/07/19 20:38:09.610, 64.30 W, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
